ngram,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
eus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.457489235980447e-05,0.0,0.0,0.0,0.0,0.0
uup,3.366326275890487e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9175301358313164e-05,0.0,5.953125732094581e-05,0.0
l_i,1.388703898077059e-05,8.918521090547645e-07,1.1883139903685149e-06,7.610087262131874e-06,2.059952797174823e-05,1.526351942416146e-05,2.380060767713349e-06,6.005762195671398e-07,8.35229546254509e-07,2.5082205423424225e-06,1.5879486631278045e-06,1.3898952228279547e-05,1.0341303048607869e-06,2.7015417563391153e-05,6.557626553296357e-07,0.0
a_r,-2.1240557455164314e-15,-5.872933528955018e-16,-7.233344935994367e-16,-5.734876175495454e-15,-6.778622011761808e-16,-1.3901312872849139e-15,-1.2292496763022311e-16,-5.5106227341687275e-15,-4.2059346623274644e-16,-1.8136179816214326e-15,-2.6141993866636465e-16,-3.507679484160458e-15,-1.2017381276289713e-15,-4.3179410641364605e-16,-3.4927113797489397e-16,-1.10847576235509e-14
f_d,0.0,0.0,0.0,0.0,0.00045536784094641583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sit,-6.786923683898657e-16,-2.0728000690429476e-16,-1.8083362339985917e-16,-3.0416282519567012e-15,-1.2588869450414787e-15,-1.4077278858581405e-15,-1.9975307239911256e-16,-1.7447882007922093e-16,-2.588267484509209e-16,-2.5908828308877605e-16,-3.0755286901925254e-16,-5.506241050716997e-16,-1.6690807328180156e-17,-2.0319722654759813e-16,-7.937980408520318e-17,-1.5310438706562016e-16
ans,-1.5961839034354249e-15,-1.9000667299560353e-16,-5.589402905086557e-16,-2.090281970507689e-15,-3.7766608351244365e-15,-7.390571400755238e-16,-5.224311124284482e-16,-5.379763619109312e-16,-1.2941337422546045e-16,-5.343695838706007e-16,-2.306646517644394e-16,-5.914110758177515e-16,-7.343955224399268e-16,-1.1556842259894646e-15,-4.7627882451121903e-17,-1.071730709459341e-16
mby,0.0,0.0,5.469666869983812e-06,0.0,0.0,0.0,5.112396075255592e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ji_,0.0,0.0,0.0,8.9721657072907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003605625857610355,0.0,0.005224371651738544
wn_,0.0,0.0,0.0,0.0,0.0012501136011037748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028606244029622595,0.0,0.0
nts,0.0,0.0,0.0,0.0,0.0007045313765586057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ush,0.0,0.0,0.0,0.0,9.451030661152026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nze,0.0,0.0,0.0,1.188839936085457e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d_r,1.0548992987832544e-05,2.0711422404452995e-06,1.9711526443331385e-06,0.0,9.75340866201266e-05,1.054951487241029e-06,0.0,4.096972883957675e-05,0.0,2.912411968786977e-06,0.0,7.3357828678443495e-06,2.0012949594596876e-06,7.613801591312753e-07,0.0,4.589458018430661e-06
tdo,0.0,1.1494247417341272e-05,0.0,0.0,0.0,7.80623894122852e-06,0.0,0.0,5.7410624967693314e-05,0.0,0.0,0.0,0.0,0.0,0.0007007711480628019,0.0
zmo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71409986994252e-05,0.0,0.0,0.0,0.0
wok,0.0,0.0,0.0,0.0,3.4367384222371006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eal,0.0,5.747123708670636e-06,0.0,1.4860499201336203e-05,0.0001632450750592062,1.95155973530713e-06,0.0,0.0,0.0,5.38768464678475e-06,1.7054653862746454e-06,2.261749891659554e-06,3.702204991026571e-06,0.0,0.0,0.0
arq,0.0,0.0,1.5134112397447787e-06,1.2335328853099904e-06,0.0,0.0,1.4145573882714004e-06,1.3385417614121651e-06,1.4892226386622839e-06,1.4907274418011376e-06,0.0,1.8774220380547557e-06,1.536553901291359e-06,0.0,1.4615392203938596e-06,0.0
oof,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eli,0.0,1.771448151619501e-05,2.0371618408814905e-05,2.0039614187619697e-05,5.9172572495461114e-05,2.5189211279378228e-05,1.9369266160433205e-05,1.926035106289152e-05,1.7972295772000004e-05,2.5255832597687648e-05,2.2998465857870125e-05,2.570718406482112e-05,1.7830289225743785e-05,0.0,1.7977401906980787e-05,9.813409679115437e-07
dga,3.345365471310148e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
akk,0.0,0.0,0.0,0.0,0.0,0.0005325791635409831,0.0,0.0,0.0,3.903438136874885e-05,0.0,0.0,0.0,0.0001462659546011748,0.0,0.0
zzl,0.0,0.0,0.0,0.0,1.7183692111185503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
muo,0.0,0.0,1.9570113811544726e-05,0.0,0.0,0.0,0.00013210760367321503,5.192656283580769e-05,0.00017759535753179774,0.0,4.068029797086228e-06,0.0,2.207708280042468e-06,0.0,1.46994945314382e-05,0.0
t_l,7.2679830179733936e-06,3.567408436219058e-07,8.487957074060821e-07,6.088069809705499e-06,1.7599596713726644e-05,1.29013080847079e-05,1.2693657427804529e-06,2.2521608233767743e-06,2.1715968202617234e-06,1.3544390928649084e-05,3.969871657819511e-06,3.790623334985331e-06,1.3788404064810491e-05,3.1474272889387755e-06,3.770635268145405e-06,0.0
kou,0.0,0.0,0.0,0.0,0.0,0.0,2.411410719234556e-06,2.281826088057666e-06,2.538693349575153e-06,2.541258603165751e-06,2.4132974753032146e-06,0.0,0.0,0.0,2.4915011379964423e-06,0.0
yth,0.0,0.0,0.0,0.0,8.591846055592751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d_c,0.0,1.1494247417341272e-05,0.0,7.430249600668101e-05,0.0010525011418290927,0.0,0.0,0.0,0.0,0.0,0.0,0.00012213449414961593,0.0,0.0,0.0,0.0
jih,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012394630598604252,0.0,0.0
eyo,0.0,4.626506423136004e-06,0.0,0.0,3.112444561893409e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.611601623744853e-05
dru,0.0003130683436578153,0.0,0.0,0.0,2.5937038015778404e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.6386632407012268e-05,0.0,0.0,0.0,0.0
xt_,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hek,0.0,0.0,0.0,0.0,1.5562222809467045e-05,4.713089942840558e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1007626779737394e-05
acm,6.690730942700736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3570499349875748e-05,0.0,0.0,0.0,0.0
pew,1.1151218237700495e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ked,3.0407887303329273e-05,0.0,0.0,0.0,0.0004361364982462578,3.2748575629706985e-05,0.0,0.0,0.0,0.000590673586306407,0.0,0.0,0.0,0.0,0.0,0.00010827667743362103
wmo,0.0,0.0,0.0,0.0,0.0,2.3418716823263235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
han,8.055852399438921e-07,0.0002919198933189636,0.0003786311145638357,0.0,9.682784590166364e-05,0.0,0.0001726819322099638,0.00018825439909858489,0.0002917041852224616,5.535524952917841e-05,0.0001442332358800712,2.0478604255026992e-05,0.00022038237483019317,0.000516082753042437,0.0013896870870358543,0.00019365128433454463
roc,2.3564283931233407e-05,0.0,0.0,0.0,0.0001348725976820477,0.0,0.0,0.0,0.0,0.0,0.0,0.00022395064289583433,0.0,0.0,0.0,0.0
buy,9.129966052697443e-06,0.0,7.024696003039623e-07,6.011884256285909e-06,3.3103537060397827e-06,3.0076670184332214e-06,8.207316169675088e-06,3.7278098831402946e-06,3.1105896528461546e-06,6.919406191147301e-06,2.6612510492678286e-05,8.71429968299021e-07,7.132115690297514e-07,6.512085211891949e-06,3.391962623958639e-07,0.0
jac,0.0,6.3125699927204014e-06,6.553979796901511e-06,6.232261460924394e-06,7.077883521772772e-06,5.26148805925786e-06,6.125883237032111e-06,5.313632416588516e-06,5.911792905112627e-06,6.455745325308259e-06,6.130676301639965e-06,2.5746156531026324e-05,6.0996846382465905e-06,0.0,4.747007094609621e-06,0.0
oak,0.0,0.0,0.0,0.0,3.2219422708860175e-05,8.196550888240676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ulp,0.0,0.0,0.0,3.544660245650774e-05,0.0,4.6550362252527325e-06,2.032424671895616e-06,5.769618092867521e-06,0.0,0.0,4.2714312869405396e-05,1.888225413078582e-05,0.0,0.0,2.099927790205457e-06,0.0
iez,0.0,7.950906173555786e-07,1.5134112397301653e-06,1.2335328852980795e-06,8.91484575281833e-07,8.099704722262977e-07,1.4145573882577415e-06,1.3385417613992402e-06,7.44611319323952e-07,0.0,7.078320890183169e-07,3.3793596684659296e-05,7.682769506382611e-07,0.0,7.307696101898735e-07,0.0
edp,0.0,0.0,0.0,0.0,0.0,7.806238941087745e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ap_,-1.3573847367797315e-15,-5.872933528955018e-16,-8.712892763811397e-16,-4.019773020207094e-17,-7.746996584870638e-17,-3.343353728913084e-16,-2.1511869335289042e-16,-2.4717832844556296e-16,-5.500068404582069e-16,-3.303375609381895e-15,-4.613293035288788e-16,-2.4472182447631097e-16,-4.055866180747777e-15,-1.866874518906058e-15,-2.8576729470673144e-16,-3.643884412161759e-15
f_v,0.0,0.0,0.0,0.0,6.014292238914927e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mon,1.0382832882819133e-05,8.187202361122739e-05,7.978679649617172e-05,4.3031584336782054e-05,3.939909718868351e-05,3.2525833058629774e-05,3.1734143569511326e-05,3.6184717228920174e-05,3.507964094268938e-05,2.8928143588349274e-05,3.302933219305833e-05,3.095675723571354e-05,2.619796772313993e-05,0.0,2.295169293653725e-05,1.8814005537767537e-05
puw,2.806881904922702e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.7883770244552746e-05,0.0,4.2190970450457645e-05,0.0,0.0,1.8637698547244058e-05,4.7270639504908555e-06,0.0,0.0
rv_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.332899696532547e-05,0.0,0.0,0.0,0.0
a_h,-2.237171140248076e-15,-6.9093335634764926e-15,-4.553719425614635e-15,-2.31002956227901e-14,-8.328021328735935e-16,-1.0557959143936054e-16,-3.779942754629361e-15,-4.2892709936141814e-15,-4.545644769669299e-15,-1.2646746818270882e-14,-7.365891213011097e-15,-5.68978241907423e-15,-7.56093571966561e-15,-2.7888819343657843e-14,-5.083482653616411e-14,-2.6027745801155423e-16
etm,1.3465305103561948e-05,0.0,0.0,0.0,0.0,9.426179885681116e-06,0.0,0.0,0.0,4.337153485416539e-06,0.0,0.0,0.0,0.0,0.0,0.0
mka,1.5779391969289335e-05,0.0,0.0,0.0,0.0,5.246907394335803e-05,0.0,0.0,0.0,2.541258603165751e-06,0.0,0.0,0.0,1.9930530780759715e-06,3.986401820794308e-05,3.1235758685914326e-05
ica,0.0,0.0,0.0,0.00027343318530458614,0.0001460613829477108,0.0,0.0,6.45022082939341e-06,0.0,0.0,0.0,0.0005111554755150593,0.0,0.0,0.0,0.0
w_i,3.866809151730682e-05,5.166723775556877e-06,4.566052401975755e-06,0.0,2.2758681729023505e-05,3.6467962598502815e-05,5.252682348592056e-06,7.455619766280589e-06,2.07372643523077e-06,1.38388123822946e-06,2.8255258053954724e-05,0.0,3.209452060633882e-06,3.82585006198652e-05,9.158299084688325e-06,3.271136559705146e-07
elp,0.0,0.0,0.0,0.0,5.1551076333556516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bob,0.0,8.045973192090524e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011716282867802735
anx,0.0,0.0,0.0,0.0,0.00011169399872270579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arp,8.099304029889446e-06,0.0,0.0,2.467065770619981e-06,5.348907451742647e-06,2.2679173222555326e-05,0.0,0.0,0.0,2.9814548836022752e-06,2.831328356100607e-06,3.7548440761095114e-06,3.073107802582718e-06,4.676578625650858e-06,0.0,0.0
h_k,0.0,4.5695192023181625e-06,2.1744570901716365e-06,0.0,5.123511454416996e-06,0.0,0.0,0.0,0.0,0.0,4.474832776794851e-05,0.0,4.415416560084936e-06,5.039452901119528e-06,0.0,2.4301507989843946e-05
hiy,0.0,1.53256632231217e-05,0.0,0.0,0.0,0.0,1.0224792150572648e-05,4.837665622045058e-06,0.0,8.979474411307918e-06,3.4109307725492908e-06,0.0,2.2213229946159426e-05,0.0002971894382218932,0.0019191973652976232,0.0
p_i,3.75939778640483e-05,2.9524135860325018e-06,0.0,0.0,1.4069003250669076e-05,5.263417282258138e-06,6.56585293574007e-07,6.21301647190049e-07,2.764968580307693e-06,1.7298515477868253e-06,3.285495122552875e-07,5.228579809794126e-06,2.1396347070892544e-06,9.496790934009094e-06,2.3743738367710474e-06,9.813409679115437e-07
nug,6.680924156704966e-06,6.0256349930512925e-05,2.5669754204530918e-05,4.45161532923171e-07,0.0,1.987673266830747e-05,0.00010260854422028786,0.00010530653334693604,1.3435892966165063e-05,6.455745325308259e-06,3.0142491816396494e-05,0.0,2.938938962064266e-05,1.5611220945352044e-05,1.582335698203207e-05,0.0
ask,4.801730246245235e-05,7.473851803142439e-05,0.0,0.0,9.895478785628347e-05,5.993781494474603e-05,1.980380343560838e-05,1.0039063210494302e-05,1.489222638647904e-05,0.00010435092092507203,3.539160445091585e-06,0.0,1.2292431210212177e-05,0.0,2.1923088305696206e-06,2.818954633201433e-06
bud,1.2287157666673831e-05,0.0,2.4725516232477797e-05,0.0,0.0,1.3232978276565297e-06,2.5421529073955876e-05,2.405542439393404e-05,1.703123268237332e-05,4.870983456772797e-06,1.2720709799282752e-05,0.0,0.0,3.247174166270088e-05,4.775610325762548e-06,0.0
c_s,6.132330194059152e-05,3.180362469453024e-06,0.0,0.0,3.0310475559874997e-05,0.0,7.072786941357001e-06,6.692708807060826e-06,0.0,7.4536372090056885e-06,5.662656712201214e-06,6.75871933699712e-05,1.536553901291359e-06,0.0,0.0,0.0
yaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021734553725517687
vii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792048039224277e-06
_pd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3101477173500724e-05,0.0,0.0,0.0,0.0,0.0,0.0
ggi,5.971075965055063e-05,5.451764993713074e-05,2.676208417068117e-05,0.0,1.930331869574393e-06,1.695368374649755e-05,5.1559517245020265e-05,5.361938165830229e-05,1.6123071559398074e-06,6.886128346995475e-05,3.065338150819983e-05,0.0,1.0535818920607746e-05,1.4345446274107286e-05,7.384233258281633e-06,0.0
for,0.0,0.0,0.0,0.00011843258733623726,0.005586837988598668,0.0,0.0,0.0,0.0,0.0,0.0,0.00021848843209349691,0.0,0.0,0.0,0.0
arh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.563652176115332e-06,4.061909359320245e-05,0.0,1.2066487376516072e-05,0.0,5.238758892325348e-06,7.972212312303886e-06,2.4915011379964423e-06,0.0
_dr,0.0002564780194717366,0.0,0.0,0.0,0.0003995208415922678,0.0,0.0,0.0,0.0,0.0,1.0232792317647871e-05,9.046999566638217e-06,0.0,0.0,0.0,0.0
yie,0.0,0.0,0.0,0.0,3.4367384222371006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
juc,0.0,0.0,0.0,5.944199680427285e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ect,0.0,0.0,0.0,8.9721657072907e-05,0.0002593703801577841,0.0,0.0,0.0,0.0,0.0,0.0,8.739537283739876e-05,0.0,0.0,0.0,0.0
aab,3.4711302984905313e-06,5.9631796301668395e-05,3.253834165419855e-05,0.0,0.0,4.049852361131489e-06,7.355698418940255e-05,5.8895837501566576e-05,6.478118478118382e-05,7.453637208933717e-07,6.22892238336119e-05,0.0,3.841384753191305e-06,4.15046353022506e-05,4.750002466234178e-05,0.0
r_r,4.678136508204504e-06,0.0,0.0,1.4962191723439196e-05,0.00012975961931293618,0.0,0.0,1.3529917944483126e-05,0.0,0.0,0.0,7.59075789917727e-05,0.0,0.0,0.0,0.0
kcr,0.0,0.0,0.0,0.0,8.591846055592751e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egy,2.019795765534292e-05,0.0,0.0,0.0,2.0749630412622723e-05,0.0001272534284566951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_do,0.0,3.985758341143877e-05,3.863582801671792e-06,0.00012367304755788155,0.00016386250844896923,7.519167546083053e-07,1.5429754398989164e-05,1.8639049415701473e-06,1.520732719169231e-05,3.45970309557365e-07,1.7413124149530236e-05,0.0001119787509264242,2.0683135501862794e-05,0.0,1.662061685739733e-05,0.0012822855314044172
btl,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sav,0.0,0.0,0.0,3.588866282916281e-06,0.0003112444561893409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024604576067842435
phu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1528984362496748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ilh,0.0,0.0,0.00010061718848538266,0.0,0.0,0.0,2.411410719234556e-06,2.281826088057666e-06,2.538693349575153e-06,0.0,2.4132974753032146e-06,0.0,0.0,0.0,2.4915011379964423e-06,0.0
_my,8.363413678426193e-06,0.0,0.0,0.0,0.0009193275279650034,0.0,0.0,0.0,0.0002547596482941391,0.0,0.0,0.0,0.0,0.0,0.0,0.0003429984259870115
tue,0.0,0.0,0.0,0.0,0.0,5.464367258761422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ang,-3.998000784904005e-14,-6.848876894796073e-14,-1.2666573348144682e-13,-7.114998245766558e-15,-1.6075017913606573e-15,-4.1404796442802564e-14,-1.4325368415207127e-13,-1.640973302845073e-13,-2.5607671424862987e-14,-3.4086302243867103e-14,-1.0070818696035424e-13,-1.0604612393973476e-15,-1.5953073644274592e-13,-8.025020465964204e-14,-3.3784044618662473e-14,-4.818195060955066e-14
dfo,0.0,0.0,0.0,0.0,6.873476844474201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buf,0.0,0.0,0.0,0.0,1.7183692111185503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rda,1.6872103434581091e-06,2.1404450617314347e-06,2.0371096977745967e-06,1.3836522294785225e-05,2.39994500641727e-06,8.540302534947484e-06,1.9040486141706793e-06,1.8017286587014195e-06,2.0045509110108214e-06,2.0065764338739385e-06,1.9055383957533651e-06,2.5060232047958577e-05,2.0682606097215737e-06,1.7048564481751702e-06,1.967287965988907e-06,0.0
ra_,1.739124507872205e-05,5.49380899177735e-05,2.6312666929588546e-05,0.0004424919829872315,0.0,9.812262486960939e-06,4.4110459561620735e-05,0.00020329505032347684,0.0001471674460500445,3.394458467303412e-05,9.686486845079606e-05,0.0002853497010502846,2.1372026300456263e-05,9.179996259404761e-05,0.00035034119860985783,0.00023841613740297016
kd_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4367159057833575e-05,0.0,0.0,0.0,0.0,0.0,0.0
tae,0.0,8.620685562954135e-05,0.0,0.0,0.0,0.00042153690282380614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enf,0.0,0.0,0.0,0.0003566519808299249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032569198439701797,0.0,0.0,0.0,0.0
mip,4.181706839213097e-06,0.0,0.00012397911572037835,0.0,0.0,1.3660918147149912e-05,0.0,0.0,0.0,8.979474411307918e-06,0.0,0.0,1.4808819964106284e-05,8.450884499200753e-06,8.803657638979923e-06,1.6980120098366903e-05
ncu,0.0,0.0,0.0,0.0001159118937697256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001560607425235711,0.0,0.0,0.0,0.0
ngm,2.7769042388192387e-05,9.54108740835907e-06,1.5134112397447787e-06,0.0,0.0,6.803751966766597e-05,0.0,0.0,1.4892226386622839e-06,2.087018418521593e-05,1.4156641780503035e-06,0.0,1.536553901291359e-06,0.0,0.0,1.4094773166143262e-06
inr,2.787804559475398e-06,0.0,0.0,0.0,0.0,6.244991152982816e-05,0.0,0.0,0.0,3.5917897645231667e-06,0.0,0.0,0.0,0.0,4.2257556667103627e-05,0.0
hee,0.0,0.0,0.0,0.0,0.0022682473586764867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v_a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004342559791908032,0.0,0.0,0.0,0.0
saf,0.0,1.5901812347111572e-06,1.5134112397301653e-06,1.2335328852980795e-06,2.674453725845499e-06,8.099704722262977e-07,1.4145573882577415e-06,2.6770835227984805e-06,7.44611319323952e-07,7.453637208933717e-07,0.0,1.8774220380366273e-06,1.5365539012765222e-06,0.0,7.307696101898735e-07,0.0
nca,0.0,0.0,0.0,0.000508229072682643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021712798959801197,0.0,0.0,0.0,0.0
alk,4.536575191170684e-05,0.0,0.0,4.2056327255831865e-06,8.814393658771839e-05,6.903825518862899e-05,0.0,0.0,0.0,2.541258603165751e-06,0.0,0.0,0.0,1.9930530780759718e-05,0.0,0.0
gki,2.148227306517046e-06,1.107155094762188e-06,8.78087000379953e-06,5.725604053605628e-07,0.0,7.143209168778901e-06,6.237560288953066e-06,4.038460706735319e-06,4.493073943000001e-06,1.7298515477868253e-06,3.94259414706345e-06,0.0,3.209452060633882e-06,2.1164276938648835e-05,1.899499069416838e-05,6.542273119410291e-06
duk,5.785217164150887e-07,2.067235605124504e-05,1.5134112397301653e-06,0.0,0.0,2.429911416678893e-06,7.072786941288708e-07,4.015625284197721e-06,8.935335831887424e-06,8.720755534452448e-05,1.4156641780366339e-06,0.0,1.6133815963403482e-05,1.4029735876817104e-05,7.307696101898735e-07,0.0
o_m,5.528858510101189e-05,9.953069537051172e-05,8.725619872134524e-05,8.8968838355469e-05,3.3999220924244655e-05,7.413709434592709e-05,0.00012043107484629547,0.00010615184680849196,0.00012695489103068538,3.511508759279392e-06,9.924679144548778e-05,6.128174391559618e-05,3.843517633065924e-05,0.0,8.574096718434986e-05,0.00039904663846491826
uby,4.039591531068584e-05,0.0,0.0,0.0,0.0,0.0,4.115542744319754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015308037596814636,0.0
chr,0.0,0.0,0.0,0.0,0.00036944938039048836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dl_,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008663764162118959,0.0,0.0,0.0,0.0,0.0
tia,0.0,1.1809654344130007e-05,1.5103096406535188e-05,1.7749372566177445e-05,0.0,1.3534501582949496e-05,3.1187801444765334e-05,3.9142003772973096e-05,2.142850649738462e-05,1.1762990524950412e-05,4.501128317897439e-05,6.535724762242657e-06,2.2109558639922297e-05,1.0853475353153247e-06,3.7311588863545025e-05,6.542273119410292e-07
unf,0.0,0.0,0.0,0.0,2.5775538166778258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_p_,2.339068254102252e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002037221144607812,0.0,5.6930684243829516e-05,0.0,0.00012290366271276224,2.9546341092429723e-06,0.0
hte,0.0,0.0,0.0,0.0,0.0005219546478835349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.09403602947945e-06
h_t,0.0,3.831415805780425e-06,0.0,0.0,0.0009408071431043726,0.0,0.0,0.0,1.794082030240416e-06,0.0,6.8218615450985815e-06,6.785249674978663e-06,1.8511024955132854e-06,0.00021127211248001885,0.0,3.396024019673381e-06
ume,2.2287858305114348e-05,7.381033965081254e-07,3.5123480015198116e-07,4.866763445564784e-06,1.2413826397649185e-06,1.5790251846774412e-05,3.282926467870035e-07,3.106508235950245e-07,6.912421450769232e-07,3.9440615289539616e-05,9.856485367658624e-07,6.971439746392168e-06,3.566057845148757e-07,0.0,3.391962623958639e-07,0.0
v_s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5234997832375335e-05,0.0,0.0,0.0,0.0
deg,1.3299445544504823e-05,0.0,0.0,1.240631085977771e-05,3.074106872650198e-05,0.0002071491120237466,1.4226972703269309e-05,0.0,0.0,8.567460767331314e-06,0.0,2.6974648758265455e-06,0.0,0.0,0.0,0.0
kyi,0.0,0.0,0.0,0.0,0.0,0.0,5.719312147835528e-06,5.41196717779325e-06,6.02119730083282e-06,0.0,5.7237870997039115e-06,0.0,0.0,0.0,5.9092682184859445e-06,0.0
_ya,0.0004083049031168624,9.27526193416955e-06,1.4769045308865828e-05,0.0006932097669687398,0.0,9.630553922387589e-06,2.7450034187627294e-05,5.104897866320688e-06,1.2695489103068537e-05,6.688588112913127e-07,2.540717861004487e-05,1.4109542413556509e-05,3.447101016202623e-06,0.00015160108108388436,3.016508214516324e-05,0.00021912782920458662
izo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023069848894788773,0.0,0.0,0.0,6.11284323537534e-05
_um,7.056726140519619e-05,1.5494489982131896e-05,1.8023444441479157e-05,4.45161532923171e-07,0.0,0.00016310612983699366,1.3272747013569574e-05,3.96107143782053e-05,4.24574217730816e-05,0.00026414757956052956,1.226135260327993e-05,0.0,9.814947099724058e-05,4.7677512616885976e-05,3.850350198961137e-05,0.0
_ld,8.36341367837592e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0775369293504726e-05,0.0,0.0,0.0,0.0,0.0,0.0
